user_id,Attrition
442,0.09786214
1091,0.012187678
981,0.02586609
785,0.061236292
1332,0.8942016
501,0.09218414
1058,0.38299137
1253,0.028672244
751,0.012930426
122,0.24023011
268,0.009412807
940,0.06231797
1125,0.030416902
540,0.86009544
1034,0.013085913
432,0.002469554
794,0.033891726
666,0.031965718
942,0.021815237
1114,0.066748984
853,0.6086586
1330,0.021708515
692,0.007454121
548,0.008953042
54,0.43687582
319,0.28512445
1147,0.03241173
1235,0.012348737
1436,0.58948714
520,0.013564504
983,0.024459433
1347,0.020928474
465,0.093069434
966,0.08651408
31,0.0126040075
420,0.011956021
1462,0.050673205
1408,0.020852502
89,0.10165989
298,0.019529171
875,0.048332527
1385,0.028875833
1430,0.01741921
223,0.04608994
1412,0.026886344
1375,0.41831318
4,0.14220856
1174,0.0056411917
892,0.8838029
34,0.60149163
1310,0.11609558
182,0.48752412
467,0.07367556
52,0.042163413
1032,0.44883263
142,0.019224035
1440,0.009318818
528,0.027416173
629,0.0061864457
1051,0.27963907
1269,0.012669262
993,0.041833207
526,0.025063809
278,0.013067451
887,0.25364053
1275,0.029006701
667,0.040507033
792,0.019626206
148,0.061115146
1039,0.03745988
1414,0.10484357
474,0.15328561
1341,0.03288589
1158,0.0107684685
393,0.008511685
965,0.06041041
1397,0.03697018
743,0.020535989
980,0.12253287
1410,0.0067976993
916,0.0054727537
1300,0.009567679
642,0.018696385
1064,0.02196505
1318,0.02494157
1247,0.023957428
187,0.022192027
1023,0.10718793
1183,0.038713496
1073,0.051136523
1311,0.6909579
9,0.011228
1019,0.033638105
1180,0.3144089
1405,0.013519818
1120,0.012459266
483,0.043920305
310,0.27709717
722,0.0051268996
5,0.023235908
482,0.055715397
204,0.17952152
1086,0.28392512
376,0.02756419
740,0.008719533
299,0.0116725555
1218,0.052612036
546,0.3716304
1434,0.07412601
1400,0.028770633
302,0.0881891
1096,0.037278615
360,0.023888573
1131,0.02160259
191,0.06226771
315,0.020044342
211,0.010215108
215,0.017196337
279,0.011445795
1179,0.0034047912
141,0.035567574
1227,0.008201136
641,0.012441466
14,0.7403781
82,0.21519025
1301,0.02281873
787,0.0057106465
583,0.035676856
333,0.05077245
610,0.013643744
390,0.009434075
1083,0.28686818
2,0.44135812
554,0.1421421
85,0.07288972
995,0.10824947
107,0.3143853
930,0.03071557
1306,0.022714812
1308,0.018453354
489,0.018493757
361,0.027216433
1090,0.091057256
80,0.05980731
152,0.08837352
1452,0.016238332
1093,0.024239918
231,0.021869086
693,0.027879542
96,0.015392483
224,0.018697225
948,0.06351258
1015,0.017592205
913,0.06550453
445,0.0556994
1,0.020386497
425,0.02439994
159,0.03963058
1210,0.06494902
227,0.019163407
838,0.34213683
1416,0.007808607
161,0.14407489
656,0.7511544
308,0.02441674
253,0.09680366
1084,0.39688113
113,0.0074410965
1292,0.0065827053
898,0.016987309
295,0.025279386
608,0.029440885
175,0.022591026
970,0.09961047
45,0.01659209
487,0.08413353
1358,0.011906762
55,0.080629274
657,0.09462865
1126,0.060814667
254,0.0048697344
491,0.008560592
867,0.004769667
1396,0.63418496
587,0.014223214
863,0.015623212
536,0.13521364
619,0.018609619
192,0.07680228
1411,0.051137786
1460,0.32331222
1273,0.821395
1425,0.026569763
574,0.006927863
108,0.028598968
651,0.032597918
567,0.012726764
728,0.008306547
842,0.60412186
426,0.041871212
260,0.058000553
580,0.01535929
1021,0.08787359
1173,0.011700478
572,0.09744901
679,0.041010156
1349,0.43973958
233,0.008688096
303,0.052946758
506,0.017793577
364,0.043326005
1100,0.019314332
27,0.010473819
1056,0.024721596
317,0.018101165
471,0.012187168
907,0.009013935
202,0.15303752
1129,0.030130656
1069,0.27888474
1263,0.04000366
381,0.17226148
1137,0.7114328
914,0.07731784
634,0.1269596
184,0.015693756
431,0.023304261
1413,0.42641073
1438,0.6149384
1361,0.041097064
326,0.0073052016
19,0.14849783
726,0.008415298
330,0.026248505
353,0.00679692
1074,0.11487613
1360,0.1836087
412,0.004902006
1149,0.022101521
649,0.017394817
1279,0.036133803
638,0.029724943
18,0.015620713
500,0.02310945
1099,0.049375437
1075,0.011950171
53,0.0293659
632,0.27127436
874,0.014743686
342,0.042032663
47,0.036684442
459,0.040597644
748,0.14583117
609,0.020823143
989,0.14893894
1038,0.033888243
473,0.01267435
711,0.88840866
717,0.06000567
140,0.5081783
1123,0.07328636
39,0.03472536
1368,0.0840373
1026,0.025084382
322,0.054043263
742,0.17361046
935,0.010184923
479,0.07591748
1236,0.09788199
1079,0.006521029
461,0.025797047
58,0.008995251
241,0.017459605
1103,0.015764823
783,0.008918758
1399,0.06433096
56,0.07892575
665,0.1221281
575,0.06782581
505,0.07292339
443,0.13703078
1283,0.0424678
516,0.018681373
29,0.011306267
270,0.060668293
924,0.18631786
1288,0.002694811
985,0.054585863
1327,0.019969907
1439,0.022102417
481,0.017145632
124,0.40021786
198,0.006576082
1229,0.034298394
